"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.641873355E2,4.365555326E-1,-4.120118887E0,3.552684615E0
1.641973815E2,6.768994848E-1,-4.138151116E0,2.666184742E0
1.642074265E2,9.240663336E-1,-3.658056704E0,1.763642448E0
1.642174725E2,9.649334009E-1,-3.008830117E0,8.113766009E-1
1.642275185E2,9.262284147E-1,-2.229189279E0,-3.108163494E-1
1.642375645E2,1.194492602E0,-1.306864247E0,-1.526236137E0
1.642476105E2,1.352140553E0,-5.486495072E-1,-2.512246265E0
1.642576565E2,1.506243922E0,-1.577286422E-4,-3.213253162E0
1.642677025E2,1.369645947E0,9.168627101E-1,-3.455048393E0
1.642777485E2,1.155039392E0,1.087795389E0,-3.348627899E0
1.642877935E2,9.561280788E-1,1.114570812E0,-3.336685545E0
1.642978395E2,6.578785653E-1,9.408377561E-1,-2.953347350E0
1.643078855E2,2.582998013E-1,7.174855202E-1,-2.489342136E0
1.643179315E2,-6.518644117E-2,5.397377658E-1,-2.287588053E0
1.643279775E2,-2.872553594E-1,3.959445003E-1,-2.243180205E0
1.643380235E2,-4.451059891E-1,2.020698327E-1,-2.180915544E0
1.643480695E2,-6.415255111E-1,6.870361447E-2,-2.029079141E0
1.643581155E2,-7.491516282E-1,6.355017096E-2,-1.919004722E0
1.643681615E2,-7.410456332E-1,-1.470209286E-2,-1.945872678E0
1.643782065E2,-7.365250046E-1,-6.738916039E-5,-2.109586530E0
1.643882525E2,-7.585683498E-1,6.865537494E-2,-2.279618883E0
1.643982985E2,-7.875801142E-1,9.716113597E-2,-2.351405150E0
1.644083445E2,-7.902863518E-1,2.145119767E-1,-2.403628387E0
1.644183905E2,-6.852417073E-1,4.000485148E-1,-2.289257433E0
1.644284365E2,-5.174341464E-1,5.056964457E-1,-1.907554704E0
1.644384825E2,-3.707579843E-1,7.599639340E-1,-1.763300385E0
1.644485285E2,-1.758029705E-1,9.270241477E-1,-1.720935554E0
1.644585735E2,-2.315278128E-3,9.746580514E-1,-1.606332466E0
1.644686195E2,-6.194752224E-2,9.258133355E-1,-1.310215432E0
1.644786655E2,-2.495014228E-1,9.226612477E-1,-9.006355172E-1
1.644887115E2,-4.165452643E-1,9.223143616E-1,-5.699503291E-1
1.644987575E2,-5.199591934E-1,8.977762288E-1,-3.025092101E-1
1.645088035E2,-4.975483507E-1,7.327900225E-1,1.930972803E-1
1.645188495E2,-4.196129329E-1,6.506622241E-1,7.124756259E-1
1.645288955E2,-3.877049694E-1,5.634042250E-1,8.702785277E-1
1.645389405E2,-3.208202776E-1,6.730797181E-1,1.013017248E0
1.645489865E2,-1.579509095E-1,7.126036799E-1,1.084078460E0
1.645590325E2,1.498606288E-1,6.389791949E-1,1.042882487E0
1.645690785E2,3.100661516E-1,5.950747915E-1,1.013041221E0
1.645791245E2,2.708893682E-1,5.590822555E-1,8.259700817E-1
1.645891705E2,4.624840602E-2,5.319967832E-1,6.829676521E-1
1.645992165E2,-3.975375011E-1,6.599464332E-1,4.984961843E-1
1.646092635E2,-9.196993406E-1,1.175195621E0,3.929223669E-1
1.646193095E2,-1.293588436E0,1.751221061E0,3.217968357E-1
1.646293545E2,-1.201823110E0,2.312695120E0,-3.487875831E-1
1.646394005E2,-1.161187447E0,2.628074929E0,-1.408576709E-1
1.646494465E2,-1.081294016E0,2.466517530E0,8.373569494E-1
1.646594925E2,-5.167636169E-1,2.139360698E0,1.180261649E0
1.646695385E2,1.720940816E-1,1.853784440E0,1.805428990E0
1.646795845E2,5.190914666E-1,7.799223813E-1,3.137446350E0
1.646896305E2,6.232675803E-1,3.894815728E-2,4.106379100E0
1.646996765E2,7.099445855E-1,-7.392909569E-1,4.383145943E0
1.647097215E2,7.214115601E-1,-2.091971354E0,3.765954790E0
1.647197675E2,6.426660106E-1,-2.558357700E0,2.978731867E0
1.647298135E2,4.400993107E-1,-2.767191299E0,2.341108788E0
1.647398595E2,-1.244002439E-2,-2.725684254E0,1.895935117E0
1.647499055E2,-4.423127011E-1,-2.507850328E0,1.231708376E0
1.647599515E2,-5.223564056E-1,-2.184023632E0,1.695815331E-1
1.647699975E2,-5.358315334E-1,-1.720824749E0,-6.406127608E-1
1.647800435E2,-6.124550553E-1,-1.279568128E0,-1.375066901E0
1.647900885E2,-5.908238657E-1,-1.007631816E0,-1.999961761E0
1.648001345E2,-3.310309779E-1,-9.328646390E-1,-2.468043653E0
1.648101805E2,7.015503958E-2,-9.804065953E-1,-2.730315249E0
1.648202265E2,4.735021149E-1,-1.104922468E0,-2.745346102E0
1.648302725E2,7.488841912E-1,-1.126213788E0,-2.685419158E0
1.648403185E2,9.839831910E-1,-1.069535119E0,-2.682227747E0
1.648503645E2,1.029469266E0,-9.818542197E-1,-2.537707381E0
1.648604105E2,8.699836088E-1,-7.420232145E-1,-2.394944687E0
1.648704555E2,7.048299529E-1,-3.878018139E-1,-2.520619478E0
1.648805015E2,5.492648535E-1,-1.016876118E-1,-2.601745502E0
1.648905475E2,3.362755649E-1,1.426713310E-1,-2.551446583E0
1.649005935E2,1.545106271E-1,3.383897719E-1,-2.601554298E0
1.649106395E2,8.095396981E-3,5.731050481E-1,-2.805372448E0
1.649206855E2,-2.353602241E-1,7.523451582E-1,-2.736849512E0
1.649307315E2,-5.510314436E-1,7.545176911E-1,-2.422193881E0
1.649407775E2,-8.049377201E-1,7.707119934E-1,-2.151146200E0
1.649508225E2,-8.947711254E-1,7.898568007E-1,-2.025428140E0
1.649608685E2,-9.473419064E-1,7.740851060E-1,-1.757208171E0
1.649709145E2,-7.975811919E-1,7.916460487E-1,-1.513081071E0
1.649809605E2,-5.522899105E-1,8.700570644E-1,-1.433599868E0
1.649910065E2,-4.712304716E-1,8.230817033E-1,-1.088359206E0
1.650010525E2,-5.350702259E-1,7.844842328E-1,-6.507728827E-1
1.650110985E2,-4.986383448E-1,9.030287826E-1,-3.132452828E-1
1.650211445E2,-3.805920509E-1,8.200658557E-1,8.419990540E-5
1.650311895E2,-3.671658204E-1,7.770413120E-1,2.002911097E-1
1.650412355E2,-2.622159740E-1,9.156478049E-1,2.841337502E-2
1.650512815E2,-1.227894822E-1,1.009076809E0,-1.078355205E-1
1.650613275E2,-1.406666131E-1,1.019104199E0,-9.990201831E-2
1.650713735E2,-3.012275735E-1,9.926809973E-1,1.841218042E-1
1.650814195E2,-5.385802364E-1,8.626295657E-1,7.854804522E-1
1.650914655E2,-8.041351166E-1,6.802588563E-1,1.704844016E0
1.651015115E2,-7.413944927E-1,5.570893051E-1,2.833114563E0
1.651115565E2,-4.125707656E-1,6.203050154E-1,3.876092944E0
1.651216025E2,-7.755834550E-2,9.971279510E-1,4.462842908E0
1.651316485E2,6.666732893E-1,1.420318795E0,4.191578879E0
1.651416945E2,1.683701946E0,1.581546119E0,3.601476706E0
1.651517405E2,2.069593329E0,1.616327112E0,3.318365049E0
1.651617865E2,1.861035572E0,1.736246196E0,3.178027781E0
1.651718325E2,1.828788762E0,1.769522115E0,2.617324823E0
1.651818785E2,1.617498309E0,1.412242182E0,2.678981373E0
1.651919235E2,1.258103584E0,6.904601280E-1,3.155903671E0
1.652019695E2,1.073537611E0,-1.016997448E-1,3.707877320E0
1.652120155E2,8.054389726E-1,-1.197553181E0,4.367131004E0
1.652220615E2,4.969196288E-1,-2.231665575E0,5.110007474E0
1.652321075E2,1.956263289E-1,-3.053695803E0,5.430585750E0
1.652421535E2,-1.294848547E-2,-3.414442696E0,5.155680660E0
1.652521995E2,1.032702703E-1,-3.836010280E0,4.166366270E0
1.652622455E2,3.006889353E-1,-4.030414413E0,2.649245358E0
1.652722905E2,1.972512702E-1,-3.580436670E0,1.534604087E0
1.652823365E2,1.408458851E-1,-3.196694140E0,1.195281976E-1
1.652923825E2,2.153157130E-1,-2.586601798E0,-1.287415384E0
1.653024285E2,3.469651156E-1,-1.872787891E0,-2.218750538E0
1.653124745E2,6.302583651E-1,-1.242473685E0,-3.216719391E0
1.653225205E2,9.820166261E-1,-5.053103833E-1,-3.948905396E0
1.653325665E2,1.242832119E0,3.739002049E-2,-4.230057651E0
1.653426125E2,1.296474768E0,5.196894175E-1,-4.232136337E0
1.653526575E2,1.149716818E0,8.151634039E-1,-4.039719087E0
1.653627035E2,8.573153968E-1,8.628050552E-1,-3.635324484E0
1.653727495E2,6.137231702E-1,6.538042255E-1,-3.061968736E0
1.653827955E2,3.111805578E-1,4.823058289E-1,-2.711609421E0
1.653928415E2,-9.251762448E-2,3.197412470E-1,-2.395945145E0
1.654028875E2,-4.618793119E-1,2.477102745E-1,-2.283897876E0
1.654129335E2,-6.070416299E-1,2.069081113E-1,-2.195313143E0
1.654229795E2,-7.129217684E-1,2.065325738E-1,-2.143413257E0
1.654330245E2,-7.813866703E-1,1.991570422E-1,-2.124700997E0
1.654430705E2,-8.103378430E-1,2.574569982E-1,-2.141800595E0
1.654531165E2,-8.102616830E-1,3.284607612E-1,-2.128927950E0
1.654631625E2,-7.104885227E-1,2.702552377E-1,-1.891180161E0
1.654732085E2,-5.192424709E-1,1.709512433E-1,-1.580687748E0
1.654832545E2,-3.645219653E-1,3.348881668E-1,-1.574810711E0
1.654933005E2,-2.593952223E-1,5.019640218E-1,-1.664987056E0
1.655033455E2,8.112067027E-2,6.534272262E-1,-1.757573038E0
1.655133915E2,5.522744520E-1,8.924847910E-1,-1.945338827E0
1.655234375E2,9.902401502E-1,1.225425981E0,-2.066748074E0
1.655334835E2,9.172804937E-1,1.547038922E0,-1.981759379E0
1.655435295E2,3.939346661E-1,1.771412082E0,-1.780850803E0
1.655535755E2,-2.572195465E-1,1.691774612E0,-1.303726192E0
1.655636215E2,-8.745180514E-1,1.450726217E0,-5.888134468E-1
1.655736675E2,-1.287472102E0,1.184923195E0,7.581909120E-2
1.655837125E2,-1.650035287E0,8.797928247E-1,7.271579844E-1
1.655937585E2,-1.766377775E0,7.700047727E-1,1.263253520E0
1.656038045E2,-1.428313108E0,8.398390925E-1,1.306408310E0
1.656138538E2,-9.652221072E-1,9.310234970E-1,1.407865688E0
1.656238998E2,-5.572639542E-1,9.735190138E-1,1.542361003E0
1.656339458E2,-8.379424567E-2,1.041196734E0,1.523611906E0
1.656439918E2,3.622727608E-1,1.147648365E0,1.276296319E0
1.656540368E2,5.797741995E-1,1.282161953E0,7.597030020E-1
1.656640828E2,4.407274479E-1,1.438731385E0,3.186270601E-1
1.656741288E2,-3.195736512E-1,1.943246401E0,4.627088857E-1
1.656841748E2,-1.052963086E0,2.697711759E0,5.456820452E-1
1.656942208E2,-1.003548340E0,3.384094478E0,-5.472818434E-2
1.657042668E2,-6.042390960E-1,3.546875407E0,-5.478507775E-1
1.657143128E2,-6.281390418E-1,3.151705078E0,-2.020248091E-1
1.657243588E2,-2.499190967E-1,2.417786689E0,3.673068845E-1
1.657344038E2,7.642590793E-1,1.252727216E0,9.722346729E-1
1.657444498E2,1.566799002E0,-2.953839393E-1,2.308524594E0
1.657544958E2,1.532833258E0,-1.949672344E0,4.071373574E0
1.657645418E2,9.098352340E-1,-2.577043355E0,5.363207114E0
1.657745878E2,3.476408710E-1,-3.309903544E0,5.796661795E0
1.657846338E2,4.743880777E-2,-3.834421007E0,4.784382466E0
1.657946798E2,-9.359772398E-2,-3.544076929E0,3.695763643E0
1.658047258E2,-3.629984368E-1,-2.853127243E0,2.772546764E0
1.658147708E2,-5.939299066E-1,-2.203320613E0,1.135167922E0
1.658248168E2,-7.693770741E-1,-1.339200811E0,-2.038158113E-1
1.658348628E2,-8.766676341E-1,-5.332494029E-1,-1.293104140E0
1.658449088E2,-9.203223614E-1,4.279854879E-2,-2.151934989E0
1.658549548E2,-7.133415985E-1,3.232501611E-1,-2.803904212E0
1.658650008E2,-4.675102172E-1,6.271651880E-1,-3.174084418E0
1.658750468E2,-1.627028686E-1,4.799624111E-1,-3.106459031E0
1.658850918E2,9.728487767E-2,8.134997249E-2,-3.104562194E0
1.658951378E2,2.564969585E-1,-2.102243596E-1,-3.065486421E0
1.659051838E2,3.496257084E-1,-6.241557723E-1,-2.682716575E0
1.659152298E2,3.712337284E-1,-9.522420193E-1,-2.295801637E0
1.659252758E2,6.445890136E-2,-1.087056885E0,-2.141456194E0
1.659353218E2,-4.768563336E-1,-1.127207815E0,-1.954082753E0
1.659453678E2,-9.639506301E-1,-1.074902132E0,-1.921186318E0
1.659554128E2,-1.257419022E0,-9.850068922E-1,-2.039901752E0
1.659654588E2,-1.444266213E0,-8.682568529E-1,-2.104245098E0
1.659755048E2,-1.518624085E0,-7.086929159E-1,-2.204395038E0
1.659855508E2,-1.432346956E0,-6.079370579E-1,-2.149547571E0
1.659955968E2,-1.374314072E0,-5.325800429E-1,-1.887573599E0
1.660056428E2,-1.200302981E0,-3.801665197E-1,-1.778440581E0
1.660156888E2,-9.401311201E-1,-1.290854716E-1,-1.728636337E0
1.660257348E2,-5.013830644E-1,2.020951219E-1,-1.750665137E0
1.660357798E2,-3.595365196E-2,4.753184062E-1,-1.691978973E0
1.660458258E2,4.857568922E-1,6.935500892E-1,-1.526121531E0
1.660558718E2,9.688437995E-1,1.048529581E0,-1.669889946E0
1.660659178E2,1.405105363E0,1.239563525E0,-1.775812842E0
1.660759638E2,1.551125979E0,1.255062886E0,-1.572688757E0
1.660860098E2,1.442443197E0,1.223466433E0,-1.154935604E0
1.660960558E2,1.165261421E0,1.277964529E0,-4.009856772E-1
1.661061008E2,9.381723759E-1,1.377017824E0,1.216238397E-1
1.661161468E2,7.323080657E-1,1.423680359E0,4.065990043E-1
1.661261928E2,6.480457413E-1,1.615081362E0,7.071827263E-1
1.661362388E2,4.226520963E-1,2.010362496E0,6.064486492E-1
1.661462848E2,4.083607703E-2,2.213080200E0,6.653955996E-1
1.661563308E2,-5.298280143E-1,2.004253325E0,1.748076575E0
1.661663768E2,-1.395186878E0,2.385609169E0,3.602477750E0
1.661764228E2,-1.592392265E0,2.506642878E0,4.965991137E0
1.661864678E2,-6.305334766E-1,2.027157454E0,5.375866336E0
1.661965138E2,6.775651903E-1,1.277060404E0,5.350618644E0
1.662065598E2,1.736458742E0,8.742986347E-1,5.117805905E0
1.662166058E2,2.391449660E0,8.935966390E-1,4.581990452E0
1.662266518E2,2.589764557E0,7.899286484E-1,3.961410252E0
1.662366978E2,1.990652117E0,2.227537002E-1,4.008468643E0
1.662467438E2,1.355316468E0,-2.081403389E-1,4.498194004E0
1.662567888E2,8.809008721E-1,-8.540112814E-1,5.032149459E0
1.662668348E2,4.942630195E-1,-1.737059836E0,5.683488352E0
1.662768808E2,3.226890477E-1,-2.637932458E0,5.977389291E0
1.662869268E2,2.312440584E-1,-3.328449157E0,5.572198881E0
1.662969728E2,2.780542174E-1,-3.614757780E0,4.629564568E0
1.663070188E2,2.380666079E-1,-3.556990213E0,3.488662282E0
1.663170648E2,2.453972621E-1,-3.263864322E0,2.368108306E0
1.663271098E2,4.924595189E-1,-2.854413923E0,9.301493382E-1
1.663371558E2,7.098566580E-1,-2.301019839E0,-7.302897531E-1
1.663472018E2,7.474800555E-1,-1.602479736E0,-2.058148574E0
1.663572478E2,7.873924917E-1,-8.944848311E-1,-3.192878539E0
1.663672938E2,7.831044361E-1,-3.509563154E-1,-4.081954111E0
1.663773398E2,6.476162633E-1,4.617385402E-2,-4.673758408E0
1.663873858E2,4.483235292E-1,2.148547697E-1,-4.788617020E0
1.663974308E2,1.933583950E-1,1.671914837E-1,-4.557045060E0
1.664074768E2,-1.504702742E-1,3.997083530E-2,-3.918644301E0
1.664175228E2,-3.018733071E-1,-4.514224438E-1,-2.943451522E0
1.664275688E2,-3.101228696E-1,-8.425310044E-1,-2.483336461E0
1.664376148E2,-4.529344607E-1,-8.742919104E-1,-2.370384627E0
1.664476608E2,-5.792766380E-1,-7.879412529E-1,-2.309920324E0
1.664577068E2,-6.057081724E-1,-6.594519049E-1,-2.447725164E0
1.664677528E2,-4.595065484E-1,-4.420527193E-1,-2.609898859E0
1.664777978E2,-2.092352666E-1,-2.913797660E-1,-2.596010553E0
1.664878438E2,-7.063007103E-2,-1.921403834E-1,-2.453317441E0
1.664978898E2,-1.820749864E-3,-6.160158634E-2,-2.380544164E0
1.665079358E2,5.010215968E-2,1.095290203E-1,-2.522412234E0
1.665179818E2,-1.161739424E-1,2.154688735E-1,-2.556897358E0
1.665280278E2,-1.716876271E-1,3.312944680E-1,-2.568944961E0
1.665380738E2,-2.960902099E-2,5.800926170E-1,-2.533609652E0
1.665481188E2,3.326630820E-2,8.144580835E-1,-2.639737201E0
1.665581648E2,6.930660859E-2,9.735656454E-1,-2.688588349E0
1.665682108E2,-3.477258749E-2,1.103253088E0,-2.423238194E0
1.665782568E2,-2.528093023E-1,1.217746687E0,-1.976126756E0
1.665883028E2,-4.404800741E-1,1.357326595E0,-1.642120934E0
1.665983488E2,-6.310208420E-1,1.351171231E0,-9.720504856E-1
1.666083903E2,-9.182632644E-1,1.191939708E0,8.894725978E-2
1.666184353E2,-1.120017640E0,9.692311044E-1,1.138292089E0
1.666284813E2,-1.015354672E0,7.063939369E-1,1.845068434E0
1.666385273E2,-8.633787402E-1,4.759667163E-1,2.313764868E0
1.666485733E2,-7.031580146E-1,4.164980480E-1,2.257580727E0
1.666586193E2,-4.801159736E-1,5.229514329E-1,1.994285869E0
1.666686653E2,-5.084990893E-1,7.414260677E-1,1.665395776E0
1.666787113E2,-4.886982974E-1,1.011365994E0,1.294439059E0
1.666887563E2,-2.878741044E-1,1.211646140E0,8.943982923E-1
1.666988023E2,-1.514223471E-1,1.241050180E0,5.643370020E-1
1.667088483E2,-2.077603430E-1,1.308633468E0,3.170851493E-1
1.667188943E2,-4.039510196E-1,1.430270464E0,1.782371664E-1
1.667289403E2,-6.215847516E-1,1.717262772E0,4.686718762E-2
1.667389863E2,-5.468913225E-1,2.057168288E0,-3.494290227E-1
1.667490323E2,-4.619348605E-1,2.126207240E0,-6.029104990E-1
1.667590773E2,-4.615745258E-1,2.332508995E0,-2.528803825E-1
1.667691233E2,-1.877799685E-1,2.398001611E0,2.434938473E-1
1.667791693E2,2.798299802E-1,1.762586294E0,6.029104990E-1
1.667892153E2,5.012405019E-1,1.251302103E0,1.630839316E0
1.667992613E2,8.023403138E-1,5.580744879E-1,2.892715232E0
1.668093073E2,6.578781999E-1,-2.937484731E-1,4.304675140E0
1.668193523E2,3.026197225E-1,-1.055615091E0,5.478875565E0
1.668293983E2,-1.546924755E-2,-1.359610225E0,5.720529878E0
1.668394443E2,-1.512699540E-1,-1.954473786E0,4.860576364E0
1.668494903E2,-2.655230495E-1,-2.199193648E0,3.783823296E0
1.668595363E2,-5.060290061E-1,-2.077019293E0,2.866270030E0
1.668695823E2,-6.861165970E-1,-1.988788463E0,1.337323709E0
1.668796283E2,-7.134695794E-1,-1.679288030E0,2.497848666E-1
1.668896733E2,-5.514533202E-1,-1.339695339E0,-5.313551974E-1
1.668997193E2,-5.126082931E-1,-1.096464032E0,-1.523894327E0
1.669097653E2,-5.561566012E-1,-8.485569987E-1,-2.237121320E0
1.669198113E2,-5.822456349E-1,-7.508210814E-1,-2.692799513E0
1.669298573E2,-4.926901185E-1,-9.130772227E-1,-2.904444746E0
1.669399033E2,-4.311814298E-1,-1.199329127E0,-2.742028391E0
1.669499493E2,-1.771777240E-1,-1.529345686E0,-2.542027304E0
1.669599943E2,2.469041627E-1,-1.754353561E0,-2.482140121E0
1.669700403E2,2.356960005E-1,-1.796862234E0,-2.078527874E0
1.669800863E2,5.702358194E-2,-1.653101859E0,-1.917821830E0
1.669901323E2,-1.688928042E-1,-1.266712294E0,-2.049518083E0
1.670001783E2,-3.903190403E-1,-9.141267979E-1,-2.126996614E0
1.670102243E2,-5.830551088E-1,-5.972863546E-1,-2.266954399E0
1.670202703E2,-8.013976695E-1,-4.268309551E-1,-2.344583788E0
1.670303153E2,-9.900474114E-1,-4.642372017E-1,-2.184904515E0
1.670403613E2,-1.119869851E0,-5.233206846E-1,-2.094176778E0
1.670504073E2,-1.365884580E0,-6.728434905E-1,-1.855868826E0
1.670604533E2,-1.502024278E0,-7.050385523E-1,-1.628901549E0
1.670704993E2,-1.515017815E0,-5.822848843E-1,-1.689975132E0
1.670805453E2,-1.493451968E0,-4.609512126E-1,-1.726752364E0
1.670905913E2,-1.242422814E0,-3.131610829E-1,-1.777620801E0
1.671006363E2,-8.550928701E-1,-1.901812738E-1,-1.968116071E0
1.671106823E2,-5.683794746E-1,-1.348524342E-1,-1.924534433E0
1.671207283E2,-3.856892880E-1,-1.027151138E-1,-1.740343632E0
1.671307743E2,-3.074422867E-1,1.772086412E-2,-1.723234094E0
1.671408203E2,-3.381180956E-1,2.012022521E-1,-1.489629643E0
1.671508663E2,-3.173775101E-1,4.346279249E-1,-1.201661289E0
1.671609123E2,-1.202526677E-1,6.651071857E-1,-9.671750772E-1
1.671709573E2,2.385492955E-1,9.230899948E-1,-9.362602633E-1
1.671810033E2,5.995825562E-1,1.246047210E0,-1.085178906E0
1.671910493E2,7.980379325E-1,1.318037106E0,-1.051970229E0
1.672010953E2,7.633324418E-1,1.438959426E0,-7.941653216E-1
1.672111413E2,6.758733715E-1,1.435813478E0,-3.723553705E-1
1.672211873E2,5.478747145E-1,1.322520605E0,3.164384472E-1
1.672312323E2,3.931227802E-1,1.203838207E0,1.236902457E0
1.672412783E2,2.053700743E-1,1.269552871E0,2.201686023E0
1.672513243E2,2.388471381E-1,1.527104448E0,2.821014335E0
1.672613703E2,4.780226704E-1,2.083703245E0,3.063420600E0
1.672714163E2,8.052143665E-1,2.577072298E0,2.783178172E0
1.672814623E2,1.180468494E0,2.698522768E0,2.532288181E0
1.672915083E2,1.218973213E0,2.715315971E0,2.487587972E0
1.673015533E2,9.799730974E-1,2.582818357E0,2.476896338E0
1.673115993E2,6.751744831E-1,2.200536461E0,2.757092573E0
1.673216453E2,3.323459801E-1,1.344658894E0,3.662694131E0
1.673316913E2,4.483658667E-2,3.685149193E-1,4.684382799E0
1.673417373E2,-8.992226472E-2,-5.997012547E-1,5.754507464E0
1.673517833E2,-2.819438035E-1,-1.588298045E0,6.608692700E0
1.673618283E2,-3.626466902E-1,-2.286352244E0,6.812338357E0
1.673718743E2,-1.343172678E-1,-2.701211025E0,6.316309113E0
1.673819203E2,2.265511014E-1,-3.297847170E0,5.245410277E0
1.673919663E2,3.801329348E-1,-3.390742469E0,3.844657727E0
1.674020123E2,3.776283165E-1,-3.212468173E0,2.542635414E0
1.674120583E2,4.963925754E-1,-3.040228204E0,9.098214930E-1
1.674221043E2,5.299092541E-1,-2.557973245E0,-4.123836547E-1
1.674321493E2,5.485273004E-1,-2.018188556E0,-1.580542152E0
1.674421953E2,6.910653879E-1,-1.420276257E0,-2.518315675E0
1.674522413E2,9.336457539E-1,-8.698948042E-1,-3.211399010E0
1.674622873E2,1.277953274E0,-4.336831610E-1,-3.569157391E0
1.674723333E2,1.555338752E0,-1.823460048E-1,-3.257495534E0
1.674823793E2,1.681485121E0,1.173182425E-1,-2.882344610E0
1.674924253E2,1.697786866E0,2.797442454E-1,-2.598644723E0
1.675024703E2,1.583103525E0,2.207920325E-1,-2.235196416E0
1.675125163E2,1.250005483E0,2.811522549E-1,-2.213374023E0
1.675225623E2,8.568593871E-1,2.025946203E-1,-2.317459724E0
1.675326083E2,4.031981175E-1,2.531230420E-1,-2.469973819E0
1.675426543E2,1.932683844E-2,2.205394328E-1,-2.546613275E0
1.675527003E2,-3.083711169E-1,5.008900344E-2,-2.312539877E0
1.675627453E2,-5.176995004E-1,-1.951803508E-1,-1.905909297E0
1.675727913E2,-6.136099534E-1,-3.950282416E-1,-1.556812981E0
1.675828373E2,-7.205854947E-1,-4.456981659E-1,-1.402013794E0
1.675928833E2,-7.719436363E-1,-4.163118142E-1,-1.457485744E0
1.676029293E2,-7.647533883E-1,-3.104047054E-1,-1.622674849E0
1.676129761E2,-7.658090300E-1,-1.605353057E-1,-1.845587082E0
1.676230221E2,-8.538848354E-1,3.724676371E-2,-2.109046832E0
1.676330671E2,-9.673846999E-1,2.207177728E-1,-2.316891375E0
1.676431131E2,-9.962176126E-1,3.510229737E-1,-2.271835070E0
1.676531591E2,-1.047541475E0,4.383204415E-1,-2.013842466E0
1.676632051E2,-1.120663830E0,5.990492901E-1,-1.753810939E0
1.676732511E2,-1.121011447E0,7.269404680E-1,-1.530919756E0
1.676832971E2,-1.156974601E0,8.941945168E-1,-1.301873794E0
1.676933421E2,-1.211005505E0,1.058912044E0,-9.192232311E-1
1.677033881E2,-1.171593079E0,1.174346606E0,-4.908942193E-1
1.677134341E2,-9.419133514E-1,1.180221595E0,-1.188329637E-1
1.677234801E2,-6.251968691E-1,1.115047068E0,1.464546257E-1
1.677335261E2,-2.696865594E-1,1.044095784E0,2.608536458E-1
1.677435721E2,-7.182426433E-2,1.074520016E0,2.100524515E-1
1.677536181E2,-3.692009621E-2,1.093783084E0,1.078776205E-1
1.677636631E2,-1.840330362E-1,1.110759012E0,-6.834810376E-3
1.677737091E2,-3.217147554E-1,1.022484182E0,-1.820834649E-1
1.677837551E2,-4.867486896E-1,7.773779655E-1,-6.070988595E-2
1.677938011E2,-6.581160354E-1,5.953634977E-1,1.981270552E-2
1.678038471E2,-9.125688073E-1,5.214333495E-1,2.962140977E-2
1.678138931E2,-1.296324348E0,5.617154029E-1,9.622002661E-2
1.678239381E2,-1.826607166E0,7.787587854E-1,3.453897661E-1
1.678339841E2,-2.088650428E0,1.169089082E0,1.014882510E0
1.678440301E2,-2.124051079E0,1.438507144E0,6.762708360E-1
1.678540761E2,-2.102307916E0,1.997345425E0,3.598879373E-1
1.678641221E2,-1.636495036E0,1.898394748E0,9.153295702E-1
1.678741681E2,-8.121290644E-1,1.504825972E0,1.546062291E0
1.678842131E2,3.305468650E-1,1.383106530E0,2.609553874E0
1.678942591E2,1.256227359E0,1.600537875E-1,3.902605973E0
1.679043051E2,1.896996387E0,-7.257640082E-1,5.198737802E0
1.679143511E2,2.234728785E0,-1.216925445E0,5.698691112E0
1.679243971E2,2.134888455E0,-2.202700808E0,5.419246244E0
1.679344431E2,1.467148707E0,-2.443398224E0,4.691802916E0
1.679444891E2,5.017027609E-1,-1.897129996E0,4.080516281E0
1.679545341E2,3.154411132E-2,-1.639687031E0,2.644790949E0
1.679645801E2,-1.327129929E-1,-1.292994797E0,1.154542671E0
1.679746261E2,-2.719297158E-1,-1.034398177E0,7.959814668E-3
1.679846721E2,-3.597135806E-1,-9.389906207E-1,-1.142521965E0
1.679947181E2,-3.697672101E-1,-8.606677517E-1,-2.179035664E0
1.680047641E2,-5.115828742E-1,-7.863429165E-1,-2.773878760E0
1.680148091E2,-5.738512259E-1,-1.006446732E0,-3.167827313E0
1.680248551E2,-5.168536641E-1,-1.345900989E0,-3.478603317E0
1.680349011E2,-3.790648312E-1,-1.631270841E0,-3.532807006E0
1.680449471E2,-3.238897734E-1,-1.889696430E0,-3.468215738E0
1.680549931E2,-3.358110036E-1,-1.937146585E0,-3.377718966E0
1.680650391E2,-3.239127968E-1,-1.881170313E0,-3.312483920E0
1.680750841E2,-3.878572163E-1,-1.727859242E0,-3.257446418E0
1.680851301E2,-4.678863759E-1,-1.506966345E0,-3.147217047E0
1.680951761E2,-5.775976466E-1,-1.213070668E0,-3.254034567E0
1.681052221E2,-6.471152300E-1,-8.933896476E-1,-3.435850815E0
1.681152681E2,-6.991968915E-1,-7.039921930E-1,-3.421439182E0
1.681253141E2,-8.464151636E-1,-6.025611278E-1,-3.003594228E0
1.681353591E2,-8.867653370E-1,-4.503832474E-1,-2.737713146E0
1.681454051E2,-9.383290082E-1,-2.581422919E-1,-2.711566737E0
1.681554511E2,-1.119466832E0,-3.630273074E-2,-2.671196975E0
1.681654971E2,-1.166451110E0,2.334601714E-1,-2.635775712E0
